"51","8","13917","33","30","227 Thomas Inlet
New Charlesbury, WY 77722","1977-07-01 23:06:58","7","false","1992-12-13 00:56:02","316.92"
"52","3","6310","2","165","6940 Hamilton Divide Apt. 575
Lisachester, DC 05332","2006-02-10 12:44:08","4","true","2018-10-28 03:56:44","169.62"
"53","2","1352","8","89","4503 Jones Meadows
New Anthony, AK 11406","1989-07-29 05:04:16","3","false","2017-01-26 10:46:11","71.04"
"54","1","15753","46","67","3309 Wolfe Station Suite 671
Robertstown, VT 95796","2017-04-27 12:52:16","6","true","2021-11-02 14:11:35","65.33"
"55","8","12373","45","71","125 Hill Gardens
Kevinchester, NY 74376","1992-04-28 00:47:57","9","false","1997-07-10 18:24:17","210.49"
"56","2","153","6","142","5067 James Neck Apt. 626
Lorrainestad, TX 27949","2014-10-31 20:35:27","1","true","2018-09-14 19:27:36","413.86"
"57","7","13688","13","172","3365 Cook Brook Suite 371
Emilyfort, WA 12349","1977-03-02 16:07:44","8","true","1998-08-16 20:34:00","17.46"
"58","8","2444","47","3","79300 Hannah Hill
Port Adrianaview, MT 48152","2019-04-17 03:24:07","9","false","2022-01-10 15:09:59","402.78"
"59","3","16550","39","14","98735 Pham Turnpike
Barberberg, DC 56145","1986-09-12 12:34:20","3","false","2008-06-16 07:10:34","121.87"
"60","9","12290","14","140","2768 Horton Avenue Apt. 579
East Brianland, MN 79582","2007-11-06 03:45:52","9","true","2014-01-22 19:32:58","234.84"
"61","8","10054","33","29","93206 Lee Ridge Suite 943
Franklinborough, VA 76193","1990-11-25 21:10:14","7","false","2017-03-27 16:56:34","313.92"
"62","1","17203","39","101","891 Nathan Ridge Suite 028
South Matthewview, MD 50177","1974-05-17 17:42:03","8","true","1988-05-29 16:26:02","184.77"
"63","4","546","18","5","PSC 7334, Box 1101
APO AE 14416","2008-06-27 03:19:09","8","false","2020-02-03 04:49:46","180.77"
"64","2","7703","5","4","7353 Ryan Skyway Suite 064
Maryberg, RI 38939","2005-01-02 11:19:58","7","false","2020-09-13 16:31:04","9.81"
"65","7","15176","43","86","47672 Emma Circles
South Danielhaven, WI 06894","2013-02-26 20:37:11","5","true","2021-11-16 17:17:47","175.28"
"66","6","8995","6","42","6583 Thomas Mission
Port Thomas, LA 38703","1993-01-09 22:39:22","4","true","2001-06-06 07:41:06","423.65"
"67","1","13960","6","189","62446 Sherry Camp Suite 942
Richardview, WY 15546","2022-07-01 18:49:45","4","false","2022-09-29 11:26:56","461.38"
"68","5","11738","7","191","6257 Hull Roads Suite 408
Lake Cindyside, MO 26209","1973-10-07 06:33:41","9","false","1997-01-01 01:01:33","402.84"
"69","3","7074","7","160","798 Juan Drive
Jessicaview, KS 87571","1986-09-11 11:49:27","4","false","2003-06-01 02:57:49","301.29"
"70","2","4259","43","9","06606 Charlotte Harbor Suite 241
Curtiston, NJ 99880","2015-12-24 17:50:54","7","true","2016-10-14 23:09:51","191.21"
"71","7","19040","18","135","20667 Morrow Flats
Joshuaton, AZ 44013","1977-05-25 21:47:00","6","false","1992-10-07 21:36:20","69.71"
"72","6","2619","28","68","3218 Jessica Ways
Castilloberg, OR 66503","1974-09-21 01:56:47","8","true","1979-08-21 08:58:30","324.11"
"73","9","9180","26","170","77963 Mark Centers
Marialand, AZ 19663","1990-07-25 20:54:56","7","false","1998-05-23 07:18:09","26.00"
"74","3","428","11","90","9604 Cook Locks Suite 829
Zacharyfort, NY 91289","1970-07-25 04:54:47","3","false","1996-06-16 06:21:47","215.54"
"75","8","16095","30","41","72108 Danielle Ports Suite 816
Dakotaburgh, WI 85156","1985-07-17 22:39:49","5","false","1996-11-19 19:18:44","467.40"
"76","3","14904","20","35","830 Eric Plains
Lake Michael, PA 32314","1995-04-14 22:35:32","2","true","2006-03-10 07:30:31","356.30"
"77","8","5809","5","157","PSC 2951, Box 4717
APO AE 49019","1978-05-11 02:19:09","1","false","2010-01-31 13:24:02","386.63"
"78","6","17204","3","61","47041 Ortiz Village
Lake Stacey, WI 32562","2006-02-23 02:05:36","4","true","2015-01-24 23:24:49","246.79"
"79","4","8167","40","87","4061 Mitchell Ranch
Lake Juan, RI 01953","1987-05-24 13:46:29","6","true","1999-06-28 17:04:18","116.84"
"80","9","6247","42","142","41546 George Lights
Cartermouth, KS 39366","2012-03-10 23:20:16","7","true","2013-01-29 01:48:01","495.55"
"81","7","6100","7","115","192 Collin Parkways Apt. 285
Rodriguezmouth, WY 67015","2013-03-17 05:35:28","2","true","2020-11-08 05:28:53","172.56"
"82","3","15390","41","12","433 Martin Land Apt. 625
North Christyburgh, KS 41544","2017-11-13 23:48:23","9","true","2018-02-03 23:59:39","369.31"
"83","6","8934","48","122","5867 Austin Extension Apt. 161
North Spencershire, UT 83043","2015-02-04 12:16:01","7","true","2021-10-14 04:19:37","386.60"
"84","1","15543","20","136","17607 Edward Mountains Suite 007
Robertsonhaven, NM 33014","2009-11-01 13:24:30","3","false","2015-11-06 19:06:09","65.26"
"85","3","7233","0","137","13527 Tyler Land
North Brettside, MN 56987","2015-08-15 14:37:08","4","false","2020-08-23 05:59:16","180.13"
"86","2","2093","7","51","1689 Watkins Camp
Henrystad, DE 46368","1975-10-22 05:32:14","6","true","2016-07-19 17:22:56","120.99"
"87","9","18278","29","189","0880 Ferguson Bypass
Port Johnport, OK 16085","1984-08-27 10:17:09","6","false","2003-08-22 02:58:00","222.67"
"88","4","6129","14","155","463 Clements Harbors
Melissaborough, NH 94846","1999-01-06 21:49:48","5","true","2008-01-21 00:56:27","473.00"
"89","5","2306","16","57","043 Melissa Forges Suite 411
Port Carol, PA 64757","1972-01-14 15:40:24","5","false","1979-01-10 05:06:53","237.27"
"90","3","5330","4","106","470 Weeks Village
North Cassandra, NE 17860","2009-11-09 01:13:55","5","true","2015-05-07 21:59:35","180.65"
"91","1","223","3","144","126 Wood Underpass Apt. 396
North Rachel, VA 08294","1981-12-23 05:53:38","2","false","1989-10-02 22:07:04","224.52"
"92","7","9580","45","191","21632 Smith Station Suite 279
North William, NV 44657","1976-06-05 13:07:31","5","true","1999-08-06 06:50:24","263.36"
"93","7","11596","28","147","721 Doyle Trafficway
Sarahchester, MT 17601","2008-07-11 06:53:14","6","true","2009-11-16 08:39:09","112.69"
"94","2","6287","3","34","9275 Justin Lock Apt. 243
Margaretchester, NC 46367","1981-10-07 09:12:15","7","false","1995-03-29 08:38:24","58.59"
"95","8","1794","6","195","PSC 1747, Box 0425
APO AE 83872","2015-11-06 11:40:50","7","true","2019-09-30 09:11:33","29.34"
"96","1","624","49","12","5534 Patricia Pass Suite 914
North Jeremiah, AR 38680","1987-11-29 23:43:09","4","false","2007-08-30 13:53:19","143.40"
"97","5","15525","38","101","668 Smith Summit Apt. 303
South Jeremyland, VA 30491","2018-01-12 04:01:43","2","true","2018-04-26 22:29:09","414.83"
"98","5","9910","29","147","3623 Ryan Ramp Apt. 136
Frederickville, LA 99335","2009-12-07 19:18:30","3","true","2020-06-02 06:04:29","16.89"
"99","8","12630","22","99","699 Kathy Extension
New Nicolasbury, LA 43117","1999-06-08 21:49:21","5","true","2005-05-18 08:24:46","472.55"
"100","2","3852","19","36","4179 Matthew Plains
Lake Anthonyfort, OK 41521","2009-12-10 16:04:23","3","true","2015-05-08 14:51:59","434.98"
"101","1","18729","37","2","288 Marshall Wells
Lake Colton, KY 50259","1981-09-01 01:08:34","3","true","1991-02-18 07:57:04","451.04"
"102","9","8796","8","158","937 Norris Lodge
Mariafurt, MO 02713","1996-07-16 21:47:00","5","false","2017-06-08 20:57:41","158.45"
"103","1","13331","14","166","370 Sharp Crescent
Bradleychester, CO 54930","1993-04-25 09:27:25","4","false","2005-04-30 00:40:10","451.84"
"104","9","8685","20","101","8367 Butler Isle
Tracybury, ID 27820","2017-03-02 22:22:54","7","false","2017-03-23 12:37:24","3.39"
"105","8","14457","44","62","4845 Nichole Prairie
Port Tanya, OR 69936","2005-03-01 17:45:38","4","false","2022-09-19 02:56:38","222.13"
"106","4","15751","48","39","835 Sabrina Roads Suite 891
New Deannaburgh, ID 23568","2012-04-16 11:44:02","9","false","2013-01-26 06:50:42","347.75"
"107","3","14275","23","5","78474 Dominguez Shores
Duranchester, RI 06246","2009-12-19 12:01:31","2","false","2021-05-16 19:59:50","393.46"
"108","2","19677","2","71","4408 Michael Lights Apt. 521
East Davidtown, NC 74735","2012-05-20 02:11:07","8","true","2015-01-27 01:22:17","1.74"
"109","7","18992","3","101","9145 Jennifer Mountains
Lake Amber, WI 51358","1980-12-10 12:30:43","7","false","1994-07-25 09:28:46","137.27"
"110","5","4714","37","81","564 Colon Knoll Apt. 557
Michaelbury, IN 43526","1975-10-04 22:41:51","9","false","2001-12-12 13:47:27","334.04"
"111","9","17113","3","1","5781 Patton Shores Apt. 240
South Janice, WV 86377","1972-02-16 12:52:33","7","true","1982-03-10 18:31:13","16.38"
"112","3","10052","4","86","856 Chambers Viaduct Apt. 519
East Kevin, IL 61285","1995-08-28 22:32:23","6","false","2014-11-08 22:50:36","453.93"
"113","2","10073","17","74","147 Bradley Mall Suite 327
South Alyssafort, LA 09204","2014-02-07 14:36:15","6","true","2016-03-26 04:12:55","191.99"
"114","2","13288","49","91","96133 Harmon Run
Noblehaven, DE 77959","2004-07-17 10:01:12","8","false","2022-11-23 12:54:06","8.68"
"115","3","12241","11","28","77174 Rivas Islands Apt. 978
Jamesmouth, MN 74870","1978-04-27 04:53:24","2","false","1995-08-25 04:55:32","171.40"
"116","8","17341","42","6","37186 Douglas Lights Apt. 159
Port Savannah, SD 75176","2009-10-19 06:29:11","5","true","2018-12-19 07:02:35","6.25"
"117","2","2992","27","188","0277 Jessica Fields
East Janet, SD 02540","1998-11-19 03:34:24","2","true","2015-03-24 06:56:40","72.41"
"118","9","7075","11","152","882 Park Springs
Garciachester, VA 06424","2002-11-22 04:54:53","6","true","2009-12-09 14:57:58","7.11"
"119","4","2958","27","28","3894 Pamela Lodge Suite 922
Lake Scott, DC 69061","1983-05-24 05:24:06","8","false","2016-03-16 07:40:01","201.34"
"120","4","10486","28","119","17244 Andrade Trace Suite 075
West Kennethland, NJ 10593","2016-04-20 01:02:37","8","false","2018-11-06 02:44:19","207.41"
"121","1","12228","34","92","80965 Lopez Meadows
West Williamville, NJ 45631","1976-08-06 13:24:40","3","false","1986-05-29 10:32:38","30.24"
"122","3","5982","44","152","3683 John Keys
New Rachel, RI 55370","2005-09-07 11:22:30","5","false","2008-01-21 05:59:27","198.91"
"123","3","14650","25","76","9859 Bryant Ways Apt. 851
Jeremiahchester, KY 27081","2009-07-10 06:50:07","4","true","2021-11-26 17:04:05","403.74"
"124","2","15263","45","183","8045 Bryant Dam
New Lisa, MN 54392","2013-12-16 19:50:49","7","true","2014-07-28 03:50:15","385.64"
"125","8","11087","39","161","Unit 3499 Box 4085
DPO AA 06182","2015-08-08 20:27:20","8","false","2017-04-21 02:26:15","319.47"
"126","9","11479","49","29","63228 Murphy Mission Suite 180
North Caleb, NM 16573","1986-02-23 12:20:51","9","true","2022-09-14 02:12:24","236.62"
"127","1","10586","18","91","3698 Parks Estates Suite 375
Hernandezmouth, RI 16944","1999-12-22 13:27:20","3","false","2003-02-25 20:39:09","302.77"
"128","1","19902","38","86","40086 Campbell Burg Apt. 302
New Joshuaside, NC 31898","1981-10-17 00:53:11","6","false","1984-09-13 10:06:31","395.84"
"129","4","14529","10","71","51162 Laura Field
New Charles, NM 61116","1976-02-29 20:36:19","4","true","1993-09-14 16:38:01","242.98"
"130","7","12329","42","73","8993 Jeff Road Suite 131
Lake John, NJ 38443","2005-08-25 14:34:47","6","false","2011-11-04 00:29:35","269.70"
"131","7","14650","28","193","570 Conner Pass
New Megan, MD 01698","1990-01-10 03:47:27","2","false","2012-12-29 09:17:40","354.73"
"132","9","16988","19","15","856 Ashley Landing
Michaelside, KS 04569","2008-04-24 09:29:57","8","false","2017-10-01 22:40:46","33.60"
"133","1","6348","28","61","63794 Alisha Parkways
Douglasmouth, MS 23373","1998-04-09 13:02:07","3","false","2015-09-17 10:20:14","359.24"
"134","5","13697","5","34","242 Thompson Inlet
Elizabethland, AR 40185","2022-11-22 05:19:32","5","false","2022-11-25 05:05:54","237.22"
"135","9","431","8","26","1156 Stephen Stravenue Apt. 779
West Sara, NJ 10771","2015-07-02 01:57:12","4","true","2018-07-04 01:38:40","290.46"
"136","6","17973","3","60","4211 Stephanie Motorway
North Susanberg, RI 63940","2022-04-04 07:09:25","6","true","2022-09-16 17:45:36","160.93"
"137","5","8498","39","71","077 James Club Suite 941
North Cameron, SC 63276","2014-11-17 17:50:32","5","false","2016-02-13 22:13:48","137.37"
"138","3","6790","32","15","681 Smith Lodge
Lake Jonmouth, WY 53835","1996-04-02 08:02:54","6","false","2004-06-15 22:15:42","39.20"
"139","1","17639","31","7","Unit 9345 Box 3710
DPO AE 27607","1998-07-31 10:53:44","9","true","2013-09-08 17:25:43","188.23"
"140","1","16100","19","138","678 Joel Row
Port Carriechester, AK 69274","1998-07-01 23:34:16","6","false","2020-11-04 18:54:21","38.57"
"141","2","6534","33","76","018 Mariah Trafficway Suite 426
South Melanie, ID 37031","2003-08-11 14:45:20","3","false","2020-07-04 07:13:44","116.54"
"142","4","6532","1","190","4665 Cooper Wells
Lake Dennischester, OK 18084","1981-09-17 07:43:07","5","true","2001-04-01 23:03:48","477.89"
"143","4","8683","25","16","6531 Elizabeth Mews Suite 253
Youngmouth, ME 85231","2015-06-26 17:55:47","7","true","2015-12-29 06:01:48","457.37"
"144","3","184","8","65","9709 Robert Point
New Rhondamouth, PA 54414","1977-04-25 03:31:14","2","false","2015-11-24 11:49:49","471.06"
"145","6","12539","6","171","58668 Bobby Circle
Bruceburgh, IL 86869","1994-12-29 11:38:16","1","true","1998-01-16 12:38:35","343.15"
"146","7","19314","18","122","87351 Denise Fort
Gregoryborough, VA 28654","1990-09-10 04:42:43","6","false","2002-07-19 22:05:25","91.36"
"147","9","11927","35","180","718 Calderon Shoal Apt. 413
Hillside, MO 16868","2018-11-30 05:47:31","6","false","2019-04-27 04:42:55","355.12"
"148","1","16273","39","127","47159 Stanley Islands
North Kathyfort, KS 98936","1992-12-14 15:06:00","7","true","2014-04-06 00:09:13","5.96"
"149","4","7262","41","193","21928 Erin Falls Apt. 059
Cruzbury, DE 72174","1999-03-24 05:42:18","2","false","2014-07-09 11:45:43","124.57"
"150","9","18022","12","154","3973 Nicole Place
Douglaston, AK 63404","1998-11-16 07:22:42","4","false","2011-04-23 23:06:39","191.88"
"151","1","8331","24","174","1708 Daniel Manors
Josechester, UT 02623","1977-02-13 15:15:36","7","false","2018-05-04 02:32:46","224.72"
"152","5","3206","22","37","81618 Adam Center
Port Christinachester, NV 41936","2010-04-07 13:27:19","7","false","2020-01-03 08:41:34","371.09"
"153","8","18100","39","25","062 Craig Overpass Apt. 126
Port Joseph, MD 03858","2013-08-15 09:04:08","2","true","2017-11-02 23:08:11","274.37"
"154","6","5902","29","88","5665 Alexander Meadows
Katherinefort, UT 79348","1994-01-28 04:04:49","6","true","2012-05-03 03:55:57","333.53"
"155","5","453","16","167","8790 Alexander Viaduct
South Carlos, OH 57529","2012-03-27 01:50:58","6","true","2012-04-30 04:00:23","28.05"
"156","6","2519","12","197","USS Barry
FPO AA 83491","1991-05-14 05:04:22","7","false","2007-07-06 08:29:39","384.20"
"157","8","14226","42","87","USS Reyes
FPO AP 01498","2022-01-30 12:42:17","2","true","2022-09-13 23:51:28","47.71"
"158","5","13316","16","105","8057 Amy Manor
Dawnborough, OK 84303","1993-12-17 13:17:09","5","true","1999-11-02 00:46:20","389.04"
"159","4","764","19","34","142 Charles Mews
Josephtown, RI 71142","1998-01-09 09:58:12","3","true","2002-11-22 05:17:27","198.68"
"160","4","13167","41","44","49023 Andrew Branch Apt. 600
Matthewbury, NY 91812","2004-09-26 08:10:42","6","false","2018-12-04 02:04:45","427.34"
"161","9","12732","16","192","356 Robertson Trail Suite 219
Lake Katelynland, AK 08408","1982-05-18 19:48:56","5","false","1998-09-26 18:29:58","213.35"
"162","4","13625","29","158","674 Kimberly Stream Suite 828
New Christophermouth, SC 60851","2017-07-06 04:54:17","8","true","2019-05-18 08:01:56","347.42"
"163","4","1900","32","156","346 Cory Skyway
Lake Patriciaville, DE 68426","1976-06-19 04:53:30","2","false","1991-06-05 08:44:21","149.37"
"164","7","6451","14","134","PSC 5144, Box 3036
APO AE 63847","1995-05-20 15:03:20","1","true","2012-06-22 09:55:22","100.80"
"165","7","19383","32","164","917 Jeremiah Turnpike Apt. 572
North Jamie, CO 94938","2014-03-01 12:25:33","6","true","2017-03-13 01:52:56","328.60"
"166","6","1802","20","68","USCGC Paul
FPO AE 27264","1980-01-04 18:47:59","7","false","2001-10-16 10:21:02","53.98"
"167","2","17293","11","185","9012 Charlotte Throughway
New Michaelburgh, AR 42105","1985-02-16 01:57:24","3","false","2017-03-27 15:49:27","38.67"
"168","5","8173","1","126","9821 Reginald Turnpike
North Brittanyfurt, NV 27207","2013-05-25 23:25:23","3","true","2017-07-13 17:46:10","293.23"
"169","6","9728","42","177","2087 Rogers Knoll Apt. 658
Marybury, OR 62715","1974-11-20 23:41:58","4","true","1995-07-12 22:54:29","281.36"
"170","3","3884","6","59","79898 Jones Plains Apt. 354
Port Michael, GA 35834","1972-06-29 20:59:45","1","true","2006-02-06 21:31:31","12.45"
"171","2","2283","20","36","93067 Zimmerman Alley Apt. 021
South Antonio, NM 31984","1988-08-11 15:01:42","7","true","2020-07-25 21:57:42","483.87"
"172","5","6413","10","71","86146 Jessica Fords
New Courtney, WA 93423","2005-04-30 05:49:49","5","false","2008-11-18 15:41:26","55.99"
"173","3","14095","11","176","30909 Tyler Cape
Port Alan, MD 44020","1971-08-09 11:24:02","9","true","2009-06-14 11:03:34","277.49"
"174","7","17403","27","118","5210 Christina Throughway Suite 541
New Erik, SC 83484","1986-09-30 08:02:13","5","false","1996-07-04 04:25:04","13.19"
"175","7","18708","30","20","2041 Reginald Hills
Port Deniseshire, DC 82084","2007-11-01 12:52:48","6","false","2011-01-01 12:46:07","100.44"
"176","9","19710","43","31","4692 Carr Crossroad
East Melissaborough, IL 99286","1993-04-21 08:28:47","5","true","1995-10-13 03:11:25","286.04"
"177","7","11151","27","65","25921 Mary Haven
Glennhaven, TX 69577","1992-07-26 16:43:04","6","false","1998-06-09 06:12:52","278.71"
"178","1","9419","4","168","114 Rojas Field Suite 739
Angelicaton, WV 24348","1999-12-31 09:21:34","1","true","2014-09-15 19:14:50","337.51"
"179","6","12159","8","77","51286 Holland River Apt. 756
Port Shannonmouth, VA 94878","1985-02-02 01:37:21","5","false","2017-10-16 09:05:06","88.69"
"180","7","18498","41","49","Unit 7733 Box 7040
DPO AA 89469","1972-10-31 15:09:55","3","true","1993-09-10 07:58:30","5.86"
"181","1","17144","4","89","07702 Lynn Drives
North Alexanderbury, CT 52546","2004-02-13 13:09:23","1","true","2014-08-31 11:39:50","19.10"
"182","9","12598","30","24","57668 Moore Burg
South Leeborough, ND 10494","2019-02-16 16:59:12","5","true","2019-09-18 18:37:18","269.28"
"183","9","1694","2","189","10721 Watts Track
Watkinston, PA 38992","2022-01-12 13:19:01","5","false","2022-04-12 09:10:52","304.76"
"184","5","9625","0","13","63275 Moon Tunnel Apt. 924
Melissastad, VA 65942","1994-03-29 21:26:46","7","false","2014-04-10 10:15:29","400.42"
"185","2","5028","3","145","978 Kane Parkways Apt. 441
North Meredith, NY 17270","2011-10-22 00:04:48","2","true","2021-10-30 18:57:32","406.90"
"186","6","1819","34","26","58949 John Shores
New Kimberly, TN 54839","2004-04-06 03:08:51","5","true","2014-06-01 16:14:10","370.43"
"187","4","14869","23","53","871 Lewis Ports Suite 363
Johnbury, RI 89685","2008-06-09 02:25:18","9","false","2012-12-03 13:55:21","48.45"
"188","1","3202","11","46","60347 Bryce Way Apt. 367
Port Courtney, MA 93919","1981-04-23 10:33:24","8","true","1996-01-12 12:47:40","298.14"
"189","5","2090","43","185","PSC 5152, Box 9038
APO AA 78043","2015-02-26 00:15:46","5","true","2017-11-30 22:13:22","175.56"
"190","5","5068","1","119","30136 Daniel Highway Apt. 992
Barnesmouth, CO 42379","1997-05-08 14:04:49","2","false","2001-10-15 11:58:09","117.49"
